amount,payment_method,error_source,error_step,error_reason,hour_of_day,day_of_week,previous_attempts,recovered_within_24h
205729,netbanking,customer,payment_authorization,insufficient_funds,17,5,2,0
333620,wallet,unknown,unknown,unknown,22,3,4,0
373867,card,unknown,unknown,unknown,2,3,3,0
138712,card,customer,payment_authorization,insufficient_funds,12,3,4,0
4490,card,bank,payment_processing,bank_unavailable,15,3,4,0
37704,wallet,customer,payment_authorization,insufficient_funds,22,4,3,1
172900,card,unknown,unknown,unknown,2,6,4,0
341172,card,customer,payment_authentication,incorrect_pin,19,5,2,1
220710,card,customer,payment_authorization,insufficient_funds,1,4,1,0
309571,upi,customer,payment_authorization,insufficient_funds,8,0,5,0
235429,card,customer,payment_authentication,expired_card,16,3,1,0
126577,upi,customer,payment_authorization,insufficient_funds,6,6,2,0
374617,upi,customer,payment_authentication,expired_card,20,2,1,0
362002,netbanking,gateway,payment_processing,payment_timed_out,22,3,2,1
481441,upi,gateway,payment_processing,payment_timed_out,3,2,2,0
413017,netbanking,customer,payment_authentication,incorrect_pin,6,1,1,1
190618,wallet,customer,payment_authentication,incorrect_pin,1,4,3,1
352667,netbanking,customer,payment_authentication,incorrect_pin,17,2,5,1
175949,card,unknown,unknown,unknown,21,4,1,1
436543,upi,customer,payment_authentication,expired_card,14,4,5,1
305647,wallet,customer,payment_authentication,expired_card,3,5,3,0
417482,wallet,gateway,payment_processing,payment_timed_out,4,6,3,0
141345,netbanking,customer,payment_authentication,expired_card,0,3,3,0
8445,upi,customer,payment_authorization,insufficient_funds,11,0,2,1
71533,upi,customer,payment_authentication,expired_card,17,4,1,0
266151,card,gateway,payment_processing,payment_timed_out,3,6,3,0
480809,upi,customer,payment_authentication,incorrect_pin,20,3,5,1
313894,wallet,customer,payment_authentication,expired_card,6,3,3,0
404956,upi,bank,payment_processing,bank_unavailable,12,5,3,0
235154,card,customer,payment_authentication,incorrect_pin,16,3,4,0
479292,wallet,customer,payment_authorization,insufficient_funds,12,2,2,1
470538,wallet,bank,payment_processing,bank_unavailable,11,3,1,1
109698,upi,bank,payment_processing,bank_unavailable,8,5,3,0
431223,card,customer,payment_authorization,insufficient_funds,10,3,5,0
9886,netbanking,customer,payment_authentication,expired_card,5,2,2,0
296705,netbanking,bank,payment_processing,bank_unavailable,7,4,5,0
219193,wallet,bank,payment_processing,bank_unavailable,18,4,5,1
151357,wallet,gateway,payment_processing,payment_timed_out,21,6,2,0
466871,wallet,customer,payment_authentication,incorrect_pin,20,6,3,1
331499,upi,bank,payment_processing,bank_unavailable,7,5,4,0
70024,upi,customer,payment_authentication,incorrect_pin,7,5,3,1
70491,netbanking,unknown,unknown,unknown,1,3,4,0
59475,upi,customer,payment_authorization,insufficient_funds,6,2,5,0
152714,card,gateway,payment_processing,payment_timed_out,14,3,4,0
35407,upi,customer,payment_authorization,insufficient_funds,6,4,5,0
132833,wallet,customer,payment_authorization,insufficient_funds,17,3,5,0
382744,upi,customer,payment_authentication,expired_card,1,1,5,0
436970,upi,gateway,payment_processing,payment_timed_out,9,0,5,1
393178,upi,customer,payment_authorization,insufficient_funds,6,0,2,0
248531,upi,customer,payment_authorization,insufficient_funds,11,2,1,0
347993,netbanking,unknown,unknown,unknown,0,5,1,0
472022,card,customer,payment_authorization,insufficient_funds,10,5,2,1
27592,wallet,customer,payment_authorization,insufficient_funds,18,5,4,0
452379,card,gateway,payment_processing,payment_timed_out,20,4,3,0
361921,netbanking,customer,payment_authentication,incorrect_pin,6,0,3,0
193811,netbanking,unknown,unknown,unknown,10,6,1,1
224866,netbanking,unknown,unknown,unknown,16,6,4,0
219833,wallet,unknown,unknown,unknown,11,5,2,1
79789,upi,customer,payment_authorization,insufficient_funds,13,3,4,0
115929,netbanking,customer,payment_authentication,incorrect_pin,8,1,1,1
148268,wallet,bank,payment_processing,bank_unavailable,20,6,2,1
3901,wallet,bank,payment_processing,bank_unavailable,15,1,1,0
251072,netbanking,unknown,unknown,unknown,23,5,2,0
238789,netbanking,customer,payment_authentication,expired_card,18,6,5,0
165496,wallet,unknown,unknown,unknown,8,6,3,0
89037,netbanking,gateway,payment_processing,payment_timed_out,7,3,3,1
484905,wallet,gateway,payment_processing,payment_timed_out,2,5,2,1
339572,upi,customer,payment_authentication,incorrect_pin,14,5,2,0
237896,card,customer,payment_authentication,incorrect_pin,17,6,4,0
361613,upi,customer,payment_authentication,incorrect_pin,8,2,5,0
186703,upi,customer,payment_authentication,expired_card,0,4,4,0
108548,card,customer,payment_authorization,insufficient_funds,19,5,4,0
336910,upi,unknown,unknown,unknown,5,1,3,1
385537,card,customer,payment_authentication,incorrect_pin,13,1,1,1
325622,card,unknown,unknown,unknown,1,2,4,0
283632,netbanking,gateway,payment_processing,payment_timed_out,1,2,5,0
2217,wallet,customer,payment_authentication,incorrect_pin,21,5,3,1
319293,wallet,customer,payment_authentication,incorrect_pin,16,6,1,1
309618,card,bank,payment_processing,bank_unavailable,0,1,4,0
206812,card,bank,payment_processing,bank_unavailable,2,2,5,0
122640,wallet,customer,payment_authorization,insufficient_funds,11,6,2,1
489576,upi,customer,payment_authentication,expired_card,16,4,1,1
188241,netbanking,customer,payment_authentication,incorrect_pin,10,1,4,1
136745,card,customer,payment_authentication,incorrect_pin,20,4,2,0
353468,upi,gateway,payment_processing,payment_timed_out,15,6,4,0
241501,netbanking,unknown,unknown,unknown,14,2,4,0
279136,card,customer,payment_authorization,insufficient_funds,6,3,2,1
324505,upi,unknown,unknown,unknown,16,4,1,1
184959,netbanking,bank,payment_processing,bank_unavailable,20,5,3,1
76998,upi,bank,payment_processing,bank_unavailable,1,3,3,1
84537,netbanking,customer,payment_authentication,incorrect_pin,17,6,5,1
469885,upi,bank,payment_processing,bank_unavailable,21,5,2,1
253236,card,bank,payment_processing,bank_unavailable,10,2,2,0
209086,wallet,customer,payment_authentication,expired_card,18,3,5,0
160363,upi,customer,payment_authentication,incorrect_pin,8,4,4,1
361097,wallet,customer,payment_authorization,insufficient_funds,4,0,4,0
456551,netbanking,bank,payment_processing,bank_unavailable,19,1,5,1
384706,wallet,customer,payment_authentication,incorrect_pin,7,1,4,1
267639,upi,customer,payment_authentication,incorrect_pin,18,5,5,0
238253,netbanking,customer,payment_authentication,expired_card,7,5,4,0
433116,wallet,unknown,unknown,unknown,9,5,3,0
428307,wallet,customer,payment_authentication,expired_card,16,0,1,0
195700,upi,customer,payment_authentication,incorrect_pin,8,2,4,1
482179,wallet,unknown,unknown,unknown,19,2,4,0
413891,upi,customer,payment_authentication,expired_card,0,0,5,0
423269,netbanking,gateway,payment_processing,payment_timed_out,0,1,4,0
29211,card,customer,payment_authorization,insufficient_funds,1,3,3,0
65876,netbanking,customer,payment_authentication,expired_card,6,6,3,0
149761,netbanking,customer,payment_authentication,incorrect_pin,1,1,1,0
380874,upi,customer,payment_authentication,expired_card,9,6,1,1
40009,netbanking,customer,payment_authorization,insufficient_funds,0,5,1,1
42353,wallet,unknown,unknown,unknown,18,1,5,0
16793,card,customer,payment_authentication,incorrect_pin,3,1,4,1
96770,card,customer,payment_authentication,expired_card,23,3,2,1
459513,wallet,customer,payment_authentication,incorrect_pin,20,6,3,1
360883,upi,gateway,payment_processing,payment_timed_out,16,5,3,1
358718,card,bank,payment_processing,bank_unavailable,19,6,2,0
146974,netbanking,unknown,unknown,unknown,18,2,3,0
312930,card,customer,payment_authentication,expired_card,20,6,2,0
389713,wallet,bank,payment_processing,bank_unavailable,13,6,4,0
266714,card,customer,payment_authentication,incorrect_pin,14,4,4,0
428212,wallet,customer,payment_authentication,expired_card,11,1,1,0
285208,upi,bank,payment_processing,bank_unavailable,14,1,3,0
162968,netbanking,customer,payment_authentication,incorrect_pin,9,0,5,1
319707,netbanking,customer,payment_authentication,expired_card,2,5,5,0
471626,upi,customer,payment_authorization,insufficient_funds,22,2,4,1
413464,upi,customer,payment_authorization,insufficient_funds,16,4,4,0
249734,netbanking,customer,payment_authentication,incorrect_pin,16,1,1,1
298847,netbanking,bank,payment_processing,bank_unavailable,6,6,5,0
488006,netbanking,customer,payment_authorization,insufficient_funds,18,5,4,1
374542,upi,customer,payment_authentication,incorrect_pin,12,2,5,0
251750,netbanking,bank,payment_processing,bank_unavailable,1,3,5,0
141208,wallet,customer,payment_authorization,insufficient_funds,22,0,2,1
453032,upi,customer,payment_authentication,incorrect_pin,23,0,1,0
488405,card,bank,payment_processing,bank_unavailable,20,6,4,1
36296,card,customer,payment_authentication,incorrect_pin,11,5,3,1
16916,wallet,unknown,unknown,unknown,5,5,1,1
58434,card,bank,payment_processing,bank_unavailable,0,4,2,0
193902,card,unknown,unknown,unknown,17,1,5,0
80778,netbanking,unknown,unknown,unknown,21,0,2,1
441143,upi,unknown,unknown,unknown,2,5,2,0
457194,wallet,customer,payment_authentication,expired_card,16,2,4,1
91081,wallet,bank,payment_processing,bank_unavailable,0,0,4,1
414706,netbanking,gateway,payment_processing,payment_timed_out,18,0,2,1
71527,netbanking,customer,payment_authentication,incorrect_pin,0,3,5,1
393877,netbanking,unknown,unknown,unknown,23,5,3,0
183350,wallet,customer,payment_authorization,insufficient_funds,4,2,1,0
21104,wallet,customer,payment_authentication,incorrect_pin,9,6,2,1
214669,card,customer,payment_authorization,insufficient_funds,16,2,5,1
411558,card,customer,payment_authorization,insufficient_funds,20,5,1,0
466764,netbanking,customer,payment_authentication,incorrect_pin,8,1,1,1
61440,upi,gateway,payment_processing,payment_timed_out,23,4,4,1
418224,wallet,customer,payment_authentication,incorrect_pin,0,1,3,1
147330,wallet,unknown,unknown,unknown,11,5,2,0
232581,netbanking,bank,payment_processing,bank_unavailable,23,3,3,0
55284,card,gateway,payment_processing,payment_timed_out,6,0,1,1
486515,card,bank,payment_processing,bank_unavailable,12,1,2,0
395336,card,customer,payment_authentication,incorrect_pin,10,2,2,0
321497,netbanking,customer,payment_authorization,insufficient_funds,9,3,3,0
363799,wallet,customer,payment_authentication,expired_card,18,1,4,0
436956,netbanking,gateway,payment_processing,payment_timed_out,12,4,5,1
72569,wallet,customer,payment_authorization,insufficient_funds,17,6,1,1
123782,wallet,bank,payment_processing,bank_unavailable,12,4,2,1
19632,netbanking,unknown,unknown,unknown,23,2,2,1
244993,card,unknown,unknown,unknown,11,4,3,0
247574,netbanking,bank,payment_processing,bank_unavailable,19,6,3,1
15828,card,customer,payment_authorization,insufficient_funds,14,1,5,0
331117,netbanking,customer,payment_authorization,insufficient_funds,19,1,5,0
5431,wallet,customer,payment_authentication,expired_card,21,0,4,0
396639,card,customer,payment_authentication,expired_card,5,5,1,1
353021,netbanking,customer,payment_authorization,insufficient_funds,7,5,1,1
407748,upi,customer,payment_authentication,incorrect_pin,7,2,5,1
60028,netbanking,bank,payment_processing,bank_unavailable,11,6,5,0
435318,card,gateway,payment_processing,payment_timed_out,11,4,2,0
274356,card,customer,payment_authentication,incorrect_pin,0,6,1,1
431806,netbanking,bank,payment_processing,bank_unavailable,21,6,4,1
348308,upi,customer,payment_authentication,incorrect_pin,20,6,3,1
328540,netbanking,customer,payment_authorization,insufficient_funds,14,2,5,0
17085,netbanking,customer,payment_authentication,expired_card,7,4,3,0
346301,card,customer,payment_authorization,insufficient_funds,19,1,4,1
224922,upi,customer,payment_authorization,insufficient_funds,6,6,4,1
424768,card,unknown,unknown,unknown,7,2,1,0
342392,upi,customer,payment_authorization,insufficient_funds,23,3,1,1
38103,card,customer,payment_authorization,insufficient_funds,22,4,4,1
444976,netbanking,unknown,unknown,unknown,14,5,1,1
32389,upi,customer,payment_authentication,expired_card,4,5,2,0
150316,netbanking,customer,payment_authentication,incorrect_pin,2,6,4,1
109189,upi,bank,payment_processing,bank_unavailable,23,4,2,1
487135,wallet,customer,payment_authentication,expired_card,6,5,1,0
77444,netbanking,customer,payment_authorization,insufficient_funds,16,4,1,0
422427,card,customer,payment_authentication,expired_card,8,2,3,1
111861,netbanking,customer,payment_authentication,expired_card,11,6,4,0
325667,upi,customer,payment_authorization,insufficient_funds,23,2,4,1
46082,upi,gateway,payment_processing,payment_timed_out,14,4,5,0
196571,wallet,bank,payment_processing,bank_unavailable,10,2,4,0
311929,wallet,unknown,unknown,unknown,9,3,4,0
355844,upi,customer,payment_authentication,incorrect_pin,5,2,2,1
436376,card,customer,payment_authorization,insufficient_funds,13,1,2,1
408281,upi,gateway,payment_processing,payment_timed_out,13,5,2,1
259809,card,unknown,unknown,unknown,2,5,1,0
152346,card,customer,payment_authorization,insufficient_funds,9,4,5,1
131363,card,unknown,unknown,unknown,15,0,2,0
496423,netbanking,customer,payment_authorization,insufficient_funds,1,1,3,0
304545,upi,bank,payment_processing,bank_unavailable,23,1,2,0
454401,wallet,customer,payment_authorization,insufficient_funds,20,4,1,0
217440,netbanking,bank,payment_processing,bank_unavailable,15,6,5,0
243265,wallet,unknown,unknown,unknown,0,2,2,0
413053,upi,gateway,payment_processing,payment_timed_out,12,2,1,0
361692,netbanking,gateway,payment_processing,payment_timed_out,21,3,2,0
101188,wallet,customer,payment_authorization,insufficient_funds,0,6,1,1
262480,upi,unknown,unknown,unknown,19,2,5,0
107511,wallet,bank,payment_processing,bank_unavailable,20,1,1,0
380705,card,customer,payment_authentication,expired_card,1,3,2,0
15937,wallet,gateway,payment_processing,payment_timed_out,5,6,2,0
413664,card,customer,payment_authentication,expired_card,17,5,1,0
464598,wallet,customer,payment_authentication,expired_card,21,3,1,0
12588,upi,bank,payment_processing,bank_unavailable,18,5,3,1
315565,card,customer,payment_authentication,expired_card,12,0,2,1
40486,card,unknown,unknown,unknown,14,5,1,1
180727,upi,bank,payment_processing,bank_unavailable,12,0,2,0
168897,card,customer,payment_authentication,expired_card,13,2,2,0
260330,card,customer,payment_authorization,insufficient_funds,18,2,3,1
458890,upi,bank,payment_processing,bank_unavailable,1,4,5,0
231336,netbanking,gateway,payment_processing,payment_timed_out,5,1,2,1
199738,netbanking,customer,payment_authentication,expired_card,1,1,4,0
47296,wallet,customer,payment_authorization,insufficient_funds,19,6,4,0
443869,netbanking,customer,payment_authentication,expired_card,17,3,1,0
158035,upi,gateway,payment_processing,payment_timed_out,1,5,3,1
231754,upi,customer,payment_authentication,incorrect_pin,2,4,3,1
47058,card,customer,payment_authentication,incorrect_pin,6,4,3,0
145137,card,bank,payment_processing,bank_unavailable,5,4,1,0
277122,upi,customer,payment_authentication,expired_card,12,4,3,0
450422,wallet,customer,payment_authorization,insufficient_funds,11,6,1,0
165118,netbanking,gateway,payment_processing,payment_timed_out,8,5,5,0
280775,netbanking,unknown,unknown,unknown,3,2,3,1
437946,upi,customer,payment_authentication,expired_card,15,1,1,0
180882,wallet,bank,payment_processing,bank_unavailable,18,5,3,0
148118,upi,customer,payment_authentication,incorrect_pin,15,2,5,1
23159,card,gateway,payment_processing,payment_timed_out,19,2,4,1
454072,card,unknown,unknown,unknown,21,0,2,1
56355,wallet,bank,payment_processing,bank_unavailable,20,3,5,0
108494,card,customer,payment_authentication,expired_card,15,3,1,1
70515,upi,gateway,payment_processing,payment_timed_out,1,5,2,1
354049,card,gateway,payment_processing,payment_timed_out,8,5,1,1
183053,card,customer,payment_authentication,incorrect_pin,10,5,5,1
352782,upi,gateway,payment_processing,payment_timed_out,17,3,4,0
304059,upi,unknown,unknown,unknown,20,6,3,1
8528,upi,gateway,payment_processing,payment_timed_out,15,6,4,0
154487,card,bank,payment_processing,bank_unavailable,8,5,2,1
3037,card,customer,payment_authentication,expired_card,18,2,1,1
33698,card,customer,payment_authorization,insufficient_funds,16,1,5,0
237029,netbanking,customer,payment_authentication,expired_card,19,0,5,0
133139,upi,customer,payment_authorization,insufficient_funds,14,6,1,0
45468,wallet,bank,payment_processing,bank_unavailable,15,5,1,1
204932,wallet,customer,payment_authorization,insufficient_funds,8,6,3,0
226501,upi,bank,payment_processing,bank_unavailable,9,5,1,1
496143,card,bank,payment_processing,bank_unavailable,6,3,4,0
331113,upi,customer,payment_authentication,incorrect_pin,6,1,5,0
197100,card,gateway,payment_processing,payment_timed_out,15,0,2,0
237175,card,bank,payment_processing,bank_unavailable,9,5,2,1
45508,upi,unknown,unknown,unknown,3,2,5,0
193939,upi,customer,payment_authorization,insufficient_funds,0,2,2,0
290976,card,gateway,payment_processing,payment_timed_out,20,5,2,0
11468,netbanking,customer,payment_authorization,insufficient_funds,10,3,1,0
459901,card,customer,payment_authentication,expired_card,13,6,5,0
258026,wallet,bank,payment_processing,bank_unavailable,21,3,5,0
393561,card,bank,payment_processing,bank_unavailable,2,5,1,1
138523,wallet,customer,payment_authentication,expired_card,22,0,5,0
418273,upi,gateway,payment_processing,payment_timed_out,16,2,1,0
184058,netbanking,customer,payment_authorization,insufficient_funds,15,1,1,1
464188,wallet,unknown,unknown,unknown,10,0,2,1
261553,upi,customer,payment_authorization,insufficient_funds,16,6,3,1
318635,wallet,customer,payment_authorization,insufficient_funds,4,3,5,0
102693,card,customer,payment_authorization,insufficient_funds,7,2,4,0
497467,card,unknown,unknown,unknown,23,2,1,0
97127,netbanking,customer,payment_authentication,incorrect_pin,6,1,3,1
17607,netbanking,bank,payment_processing,bank_unavailable,17,0,5,0
220476,upi,bank,payment_processing,bank_unavailable,22,6,4,0
417585,wallet,gateway,payment_processing,payment_timed_out,14,0,2,1
460668,netbanking,bank,payment_processing,bank_unavailable,7,2,1,0
428649,wallet,unknown,unknown,unknown,20,1,3,0
276977,card,gateway,payment_processing,payment_timed_out,19,6,3,0
458434,netbanking,gateway,payment_processing,payment_timed_out,13,1,2,0
246523,card,gateway,payment_processing,payment_timed_out,2,2,1,1
239607,wallet,customer,payment_authentication,incorrect_pin,10,5,1,1
91194,wallet,bank,payment_processing,bank_unavailable,10,3,3,0
394090,wallet,customer,payment_authentication,expired_card,4,2,5,0
158731,netbanking,customer,payment_authorization,insufficient_funds,9,3,3,1
98345,wallet,customer,payment_authentication,incorrect_pin,3,3,3,1
185404,card,customer,payment_authentication,incorrect_pin,16,2,5,0
301962,card,gateway,payment_processing,payment_timed_out,10,4,4,0
135732,wallet,customer,payment_authentication,expired_card,17,2,4,0
179964,upi,customer,payment_authorization,insufficient_funds,10,6,3,0
165726,netbanking,gateway,payment_processing,payment_timed_out,17,3,4,1
298491,upi,gateway,payment_processing,payment_timed_out,17,5,3,0
357323,netbanking,gateway,payment_processing,payment_timed_out,3,1,4,0
338105,card,unknown,unknown,unknown,10,4,4,1
71439,card,unknown,unknown,unknown,17,3,4,0
174187,card,customer,payment_authorization,insufficient_funds,14,5,5,0
324599,card,gateway,payment_processing,payment_timed_out,5,3,2,1
108903,card,bank,payment_processing,bank_unavailable,19,5,4,0
35666,card,bank,payment_processing,bank_unavailable,4,0,1,0
161522,netbanking,customer,payment_authentication,expired_card,23,4,3,0
339683,wallet,customer,payment_authentication,expired_card,16,5,5,0
332315,netbanking,bank,payment_processing,bank_unavailable,7,3,4,0
65761,netbanking,unknown,unknown,unknown,4,0,2,1
338760,wallet,customer,payment_authorization,insufficient_funds,21,3,4,1
98020,wallet,customer,payment_authentication,incorrect_pin,12,5,2,0
370917,upi,customer,payment_authentication,incorrect_pin,19,3,3,0
283696,netbanking,gateway,payment_processing,payment_timed_out,19,0,2,1
64141,upi,bank,payment_processing,bank_unavailable,1,2,4,0
175741,upi,bank,payment_processing,bank_unavailable,16,6,1,1
409440,wallet,customer,payment_authentication,expired_card,8,1,3,0
216918,upi,bank,payment_processing,bank_unavailable,21,3,5,0
344386,wallet,customer,payment_authentication,expired_card,5,2,4,0
374386,wallet,customer,payment_authentication,incorrect_pin,0,4,3,0
16222,wallet,customer,payment_authentication,incorrect_pin,15,2,5,0
465807,netbanking,unknown,unknown,unknown,13,2,1,1
168463,wallet,bank,payment_processing,bank_unavailable,13,4,5,0
396910,upi,customer,payment_authorization,insufficient_funds,6,4,2,1
233889,wallet,bank,payment_processing,bank_unavailable,11,3,5,1
288905,upi,bank,payment_processing,bank_unavailable,23,1,5,1
180948,card,customer,payment_authorization,insufficient_funds,18,0,4,1
426758,upi,customer,payment_authorization,insufficient_funds,23,4,4,0
59591,card,gateway,payment_processing,payment_timed_out,7,2,4,0
448163,netbanking,customer,payment_authentication,incorrect_pin,20,4,2,0
104466,card,customer,payment_authorization,insufficient_funds,9,2,1,1
441697,wallet,bank,payment_processing,bank_unavailable,22,5,2,0
13256,netbanking,customer,payment_authentication,expired_card,20,4,3,0
7872,netbanking,unknown,unknown,unknown,3,2,4,0
47445,wallet,unknown,unknown,unknown,23,2,2,1
274387,card,customer,payment_authorization,insufficient_funds,14,5,3,1
133884,card,customer,payment_authentication,expired_card,18,0,1,1
299350,wallet,customer,payment_authentication,incorrect_pin,13,0,1,1
410165,netbanking,customer,payment_authentication,expired_card,5,0,5,0
14548,netbanking,customer,payment_authentication,incorrect_pin,23,2,5,1
263792,card,customer,payment_authentication,incorrect_pin,2,3,5,1
369903,upi,gateway,payment_processing,payment_timed_out,19,2,2,1
212824,upi,customer,payment_authorization,insufficient_funds,5,1,3,1
462600,upi,bank,payment_processing,bank_unavailable,18,2,4,0
331419,upi,customer,payment_authentication,incorrect_pin,10,3,2,1
18231,netbanking,gateway,payment_processing,payment_timed_out,5,2,4,0
271214,upi,gateway,payment_processing,payment_timed_out,5,4,4,1
192593,netbanking,customer,payment_authentication,expired_card,7,2,3,0
66625,wallet,unknown,unknown,unknown,21,6,3,0
475252,wallet,bank,payment_processing,bank_unavailable,18,6,2,1
112089,card,customer,payment_authorization,insufficient_funds,16,4,5,0
42599,upi,customer,payment_authentication,incorrect_pin,15,3,5,1
112038,wallet,customer,payment_authorization,insufficient_funds,10,0,5,1
411696,upi,customer,payment_authorization,insufficient_funds,21,4,4,1
300376,netbanking,customer,payment_authorization,insufficient_funds,6,2,2,0
410166,netbanking,customer,payment_authorization,insufficient_funds,22,2,4,0
231351,upi,customer,payment_authentication,expired_card,9,5,2,0
59373,netbanking,customer,payment_authentication,incorrect_pin,8,0,5,1
194405,upi,customer,payment_authentication,expired_card,11,1,2,0
100685,upi,bank,payment_processing,bank_unavailable,17,5,3,1
278763,wallet,gateway,payment_processing,payment_timed_out,17,6,1,0
135443,wallet,customer,payment_authentication,expired_card,18,3,1,1
485088,card,unknown,unknown,unknown,2,3,2,0
189225,wallet,bank,payment_processing,bank_unavailable,3,6,3,1
157782,wallet,customer,payment_authorization,insufficient_funds,20,0,1,0
492264,wallet,customer,payment_authentication,expired_card,23,3,5,0
260578,upi,customer,payment_authentication,expired_card,3,1,1,0
86072,card,bank,payment_processing,bank_unavailable,21,3,5,0
240705,netbanking,customer,payment_authentication,expired_card,6,6,2,0
128092,wallet,bank,payment_processing,bank_unavailable,23,4,2,0
358605,wallet,customer,payment_authorization,insufficient_funds,23,6,1,1
287277,card,customer,payment_authorization,insufficient_funds,15,3,5,0
365415,upi,unknown,unknown,unknown,4,6,4,0
470128,wallet,gateway,payment_processing,payment_timed_out,18,1,1,0
364807,card,customer,payment_authentication,incorrect_pin,2,2,1,0
170943,card,unknown,unknown,unknown,8,1,4,0
101558,wallet,gateway,payment_processing,payment_timed_out,15,5,5,0
265156,netbanking,customer,payment_authentication,incorrect_pin,1,3,1,0
225097,card,gateway,payment_processing,payment_timed_out,9,1,2,1
157212,upi,customer,payment_authentication,expired_card,19,1,3,0
405776,card,unknown,unknown,unknown,2,2,1,0
454775,wallet,bank,payment_processing,bank_unavailable,8,1,2,1
191383,card,customer,payment_authentication,expired_card,0,4,1,0
340764,netbanking,customer,payment_authorization,insufficient_funds,15,5,3,0
492144,card,customer,payment_authorization,insufficient_funds,1,6,4,1
6934,wallet,customer,payment_authentication,expired_card,6,1,3,0
183028,wallet,gateway,payment_processing,payment_timed_out,12,3,2,1
369178,netbanking,unknown,unknown,unknown,5,3,3,0
249336,wallet,gateway,payment_processing,payment_timed_out,5,3,3,1
396152,netbanking,customer,payment_authentication,expired_card,20,3,1,0
237788,card,customer,payment_authentication,expired_card,18,1,1,0
33136,netbanking,bank,payment_processing,bank_unavailable,1,0,1,1
217398,wallet,gateway,payment_processing,payment_timed_out,20,2,5,1
202848,wallet,customer,payment_authorization,insufficient_funds,11,0,4,0
422970,upi,customer,payment_authorization,insufficient_funds,3,0,1,0
74527,netbanking,unknown,unknown,unknown,21,3,2,1
78482,upi,customer,payment_authentication,expired_card,8,6,3,0
71607,netbanking,bank,payment_processing,bank_unavailable,7,3,1,0
284265,netbanking,unknown,unknown,unknown,3,0,5,0
497785,card,unknown,unknown,unknown,21,5,5,0
309682,wallet,customer,payment_authorization,insufficient_funds,6,4,2,0
408328,wallet,customer,payment_authentication,expired_card,14,2,1,0
425760,upi,bank,payment_processing,bank_unavailable,5,1,2,1
300702,upi,gateway,payment_processing,payment_timed_out,21,6,3,0
304991,upi,unknown,unknown,unknown,18,3,5,0
122289,wallet,customer,payment_authentication,expired_card,12,0,2,0
480051,netbanking,gateway,payment_processing,payment_timed_out,8,1,2,0
394127,netbanking,customer,payment_authentication,expired_card,15,1,2,0
436212,wallet,unknown,unknown,unknown,11,2,1,1
491872,wallet,bank,payment_processing,bank_unavailable,22,2,1,0
175021,upi,bank,payment_processing,bank_unavailable,16,3,3,0
72730,upi,bank,payment_processing,bank_unavailable,0,2,4,1
430094,card,unknown,unknown,unknown,19,4,1,0
237007,card,customer,payment_authentication,expired_card,4,3,2,0
479281,netbanking,customer,payment_authentication,incorrect_pin,7,6,5,1
347552,upi,customer,payment_authentication,incorrect_pin,10,5,5,1
129341,card,customer,payment_authentication,expired_card,5,2,4,0
178056,upi,gateway,payment_processing,payment_timed_out,22,0,3,1
305494,upi,bank,payment_processing,bank_unavailable,23,4,3,1
197767,upi,customer,payment_authentication,expired_card,3,2,2,0
141620,upi,gateway,payment_processing,payment_timed_out,7,6,2,1
105705,netbanking,customer,payment_authentication,expired_card,8,2,2,0
325134,card,unknown,unknown,unknown,16,2,4,0
18554,card,customer,payment_authentication,expired_card,14,2,4,0
47727,card,gateway,payment_processing,payment_timed_out,16,6,4,1
22224,netbanking,gateway,payment_processing,payment_timed_out,0,0,4,0
367360,wallet,customer,payment_authentication,expired_card,12,6,1,0
15632,netbanking,customer,payment_authentication,incorrect_pin,5,1,4,1
210490,netbanking,bank,payment_processing,bank_unavailable,5,5,5,1
61541,netbanking,customer,payment_authentication,incorrect_pin,18,3,4,1
294066,netbanking,customer,payment_authentication,expired_card,3,3,3,0
18172,upi,customer,payment_authentication,incorrect_pin,0,1,2,1
13905,wallet,customer,payment_authentication,expired_card,11,5,4,0
206093,upi,bank,payment_processing,bank_unavailable,17,4,3,1
348025,card,customer,payment_authentication,incorrect_pin,12,3,2,0
55702,netbanking,customer,payment_authentication,incorrect_pin,3,3,3,1
248500,card,customer,payment_authentication,expired_card,18,4,1,0
405353,upi,customer,payment_authentication,incorrect_pin,9,3,5,1
313000,wallet,unknown,unknown,unknown,17,6,4,0
375400,upi,gateway,payment_processing,payment_timed_out,4,0,2,0
158518,upi,gateway,payment_processing,payment_timed_out,21,1,4,1
471070,wallet,customer,payment_authorization,insufficient_funds,6,5,1,0
73764,netbanking,gateway,payment_processing,payment_timed_out,23,5,2,0
303050,upi,customer,payment_authentication,expired_card,9,2,4,0
218279,wallet,bank,payment_processing,bank_unavailable,17,3,1,1
16842,wallet,customer,payment_authentication,incorrect_pin,12,0,4,0
472046,upi,customer,payment_authentication,expired_card,1,1,5,0
351421,card,gateway,payment_processing,payment_timed_out,2,6,3,1
114669,card,customer,payment_authentication,incorrect_pin,9,4,2,1
27125,upi,customer,payment_authentication,incorrect_pin,4,0,4,1
338244,upi,bank,payment_processing,bank_unavailable,14,5,2,0
273001,upi,customer,payment_authentication,expired_card,3,2,4,0
25871,upi,bank,payment_processing,bank_unavailable,14,3,4,1
493055,card,bank,payment_processing,bank_unavailable,4,5,1,1
359332,card,customer,payment_authorization,insufficient_funds,4,5,1,0
